URL,Version,Status,OIDs,Name,Title,Descriptino,Uses,Used,Sources
http://hl7.dk/fhir/core/ValueSet/dk-core-MunicipalityCodes,3.2.0,active,,MunicipalityCodes,DK Municipality Codes,"Municipality codes used in Denmark","StructureDefinition/medcom-conditionlist-organization","hl7.fhir.dk.core"
http://hl7.org/fhir/ValueSet/condition-code,4.0.1,draft,"2.16.840.1.113883.4.642.3.161",Condition/Problem/DiagnosisCodes,Condition/Problem/Diagnosis Codes,"Example value set for Condition/Problem/Diagnosis codes.","StructureDefinition/medcom-conditionlist-condition","SCT"
http://hl7.org/fhir/ValueSet/condition-severity,4.0.1,draft,"2.16.840.1.113883.4.642.3.168",Condition/DiagnosisSeverity,Condition/Diagnosis Severity,"Preferred value set for Condition/Diagnosis severity grading.","StructureDefinition/medcom-conditionlist-condition","SCT"
http://hl7.org/fhir/ValueSet/condition-stage,4.0.1,draft,"2.16.840.1.113883.4.642.3.170",ConditionStage,Condition Stage,"Example value set for stages of cancer and other conditions.","StructureDefinition/medcom-conditionlist-condition","SCT"
http://hl7.org/fhir/ValueSet/condition-stage-type,4.0.1,draft,"2.16.840.1.113883.4.642.3.171",ConditionStageType,Condition Stage Type,"Example value set for the type of stages of cancer and other conditions","StructureDefinition/medcom-conditionlist-condition","SCT"
http://hl7.org/fhir/ValueSet/condition-ver-status,4.0.1,draft,"2.16.840.1.113883.4.642.3.166",ConditionVerificationStatus,ConditionVerificationStatus,"The verification status to support or decline the clinical status of the condition or diagnosis.","StructureDefinition/medcom-conditionlist-condition","THO"
http://hl7.org/fhir/ValueSet/contactentity-type,4.0.1,draft,"2.16.840.1.113883.4.642.3.416",ContactEntityType,Contact entity type,"This example value set defines a set of codes that can be used to indicate the purpose for which you would contact a contact party.","StructureDefinition/medcom-conditionlist-organization","THO"
http://hl7.org/fhir/ValueSet/doc-section-codes,4.0.1,draft,"2.16.840.1.113883.4.642.3.237",DocumentSectionCodes,Document Section Codes,"Document section codes (LOINC codes used in CCDA sections).","StructureDefinition/medcom-conditionlist-composition","LOINC"
http://hl7.org/fhir/ValueSet/doc-typecodes,4.0.1,draft,"2.16.840.1.113883.4.642.3.240",FHIRDocumentTypeCodes,FHIR Document Type Codes,"FHIR Document Codes - all LOINC codes where scale type = 'DOC'.","StructureDefinition/medcom-conditionlist-composition","LOINC"
http://hl7.org/fhir/ValueSet/document-classcodes,4.0.1,active,"2.16.840.1.113883.3.88.12.80.46",DocumentClassValueSet,Document Class Value Set,"This is the code specifying the high-level kind of document (e.g. Prescription, Discharge Summary, Report, etc.). Note: Class code for documents comes from LOINC, and is based upon one of the following:The type of service described by the document. It is described at a very high level in Section 7.3 of the LOINC Manual. The type study performed. It was determined by identifying modalities for study reports. The section of the chart where the document is placed. It was determined from the SETs created for Claims Attachment requests.","StructureDefinition/medcom-conditionlist-composition","LOINC"
http://hl7.org/fhir/ValueSet/document-reference-status,4.0.1,draft,"2.16.840.1.113883.4.642.3.7",DocumentReferenceStatus,DocumentReferenceStatus,"The status of the document reference.","StructureDefinition/medcom-conditionlist-documentreference","hl7.fhir.r4.core"
http://hl7.org/fhir/ValueSet/document-relationship-type,4.0.1,draft,"2.16.840.1.113883.4.642.3.244",DocumentRelationshipType,DocumentRelationshipType,"The type of relationship between documents.","StructureDefinition/medcom-conditionlist-composition,StructureDefinition/medcom-conditionlist-documentreference","hl7.fhir.r4.core"
http://hl7.org/fhir/ValueSet/http-verb,4.0.1,active,"2.16.840.1.113883.4.642.3.624",HTTPVerb,HTTPVerb,"HTTP verbs (in the HTTP command line). See [HTTP rfc](https://tools.ietf.org/html/rfc7231) for details.","StructureDefinition/medcom-conditionlist-bundle","hl7.fhir.r4.core"
http://hl7.org/fhir/ValueSet/identifier-type,4.0.1,active,"2.16.840.1.113883.4.642.3.45",Identifier Type Codes,IdentifierType,"A coded type for an identifier that can be used to determine which identifier to use for a specific purpose.","StructureDefinition/medcom-conditionlist-organization,StructureDefinition/medcom-conditionlist-documentreference","THO (V2)"
http://hl7.org/fhir/ValueSet/identifier-use,4.0.1,active,"2.16.840.1.113883.4.642.3.57",IdentifierUse,IdentifierUse,"Identifies the purpose for this identifier, if known .","StructureDefinition/medcom-conditionlist-organization,StructureDefinition/medcom-conditionlist-documentreference","hl7.fhir.r4.core"
http://hl7.org/fhir/ValueSet/languages,4.0.1,draft,"2.16.840.1.113883.4.642.3.20",CommonLanguages,Common Languages,"This value set includes common codes from BCP-47 (http://tools.ietf.org/html/bcp47)","StructureDefinition/medcom-conditionlist-composition,StructureDefinition/medcom-conditionlist-condition,StructureDefinition/medcom-conditionlist-organization,StructureDefinition/medcom-conditionlist-bundle,StructureDefinition/medcom-conditionlist-documentreference","hl7.terminology.r4"
http://hl7.org/fhir/ValueSet/list-empty-reason,4.0.1,draft,"2.16.840.1.113883.4.642.3.322",ListEmptyReasons,List Empty Reasons,"General reasons for a list to be empty. Reasons are either related to a summary list (i.e. problem or medication list) or to a workflow related list (i.e. consultation list).","StructureDefinition/medcom-conditionlist-composition","THO"
http://hl7.org/fhir/ValueSet/list-mode,4.0.1,draft,"2.16.840.1.113883.4.642.3.318",ListMode,ListMode,"The processing mode that applies to this list.","StructureDefinition/medcom-conditionlist-composition","hl7.fhir.r4.core"
http://hl7.org/fhir/ValueSet/list-order,4.0.1,draft,"2.16.840.1.113883.4.642.3.324",ListOrderCodes,List Order Codes,"Base values for the order of the items in a list resource.","StructureDefinition/medcom-conditionlist-composition","THO"
http://hl7.org/fhir/ValueSet/manifestation-or-symptom,4.0.1,draft,"2.16.840.1.113883.4.642.3.169",ManifestationAndSymptomCodes,Manifestation and Symptom Codes,"Example value set for Manifestation and Symptom codes.","StructureDefinition/medcom-conditionlist-condition","SCT"
http://hl7.org/fhir/ValueSet/search-entry-mode,4.0.1,active,"2.16.840.1.113883.4.642.3.622",SearchEntryMode,SearchEntryMode,"Why an entry is in the result set - whether it's included as a match or because of an _include requirement, or to convey information or warning information about the search process.","StructureDefinition/medcom-conditionlist-bundle","hl7.fhir.r4.core"
http://hl7.org/fhir/ValueSet/security-labels,4.0.1,active,"2.16.840.1.113883.4.642.3.47",All Security Labels,SecurityLabels,"A single value set for all security labels defined by FHIR.","StructureDefinition/medcom-conditionlist-composition,StructureDefinition/medcom-conditionlist-documentreference",
http://medcomfhir.dk/ig/terminology/ValueSet/medcom-conditionlist-status-valueset,1.8.1,active,,MedComConditionListStatus,MedComConditionListStatus,"MedComConditionListStatus used to define the status of a condition","StructureDefinition/medcom-conditionlist-condition","SCT"
http://medcomfhir.dk/ig/xdsmetadata/ValueSet/MedCom-dk-ihe-plr-typecode-VS,1.0.1,active,,PLR_DK_IHE_TypeCode,PLR-DK IHE TypeCode,"PLR-DK: Value set for the typeCode attribute. The typeCode specifies the precise type of document from the user perspective. The granularity of typeCode is finer grained than its superior classCode.","StructureDefinition/medcom-conditionlist-documentreference","Other"
http://medcomfhir.dk/ig/xdsmetadata/ValueSet/MedCom-ihe-core-HealthcareFacilityTypeCode-VS,1.0.1,active,,MedComIHE_CoreHealthcareFacilityTypeCode,IHE HealthcareFacilityTypeCode,"Value set for healthcare facility type code represents the type of organizational setting of the clinical encounter during which the documented act occurred.","StructureDefinition/medcom-conditionlist-documentreference","Other"
http://medcomfhir.dk/ig/xdsmetadata/ValueSet/MedCom-ihe-core-PracticeSettingCode-VS,1.0.1,active,,MedComIHE_CorePracticeSettingCode,IHE PracticeSettingCode,"Values used for the document metadata attribute practiceSettingCode, which is an attribute specifying the clinical specialty where the act that resulted in the document was performed (e.g., Family Practice, Laboratory, Radiology). The value set is based on a subset of the code list from the SOR lookup table 'SOR-Kliniske specialer' (https://sor.sum.dsdn.dk/lookupdata/#clinical_speciality, accessable on Sundhedsdatanettet (SDN)), which is based on SNOMED codes. ","StructureDefinition/medcom-conditionlist-documentreference","Other"
http://medcomfhir.dk/ig/xdsmetadata/ValueSet/MedCom-ihe-core-classcode-VS,1.0.1,active,,MedComIHE_CoreClassCode,IHE ClassCode,"Value set for the classCode attribute. classCode used in DK IHE Document sharing","StructureDefinition/medcom-conditionlist-documentreference","Other"
http://medcomfhir.dk/ig/xdsmetadata/ValueSet/MedCom-ihe-core-languagecode-VS,1.0.1,active,,MedComIHE_CoreLanguageCode,IHE LanguageCode,"Tags for the Identification of Languages (RFC 3066)","StructureDefinition/medcom-conditionlist-documentreference","Other"
http://medcomfhir.dk/ig/xdsmetadata/ValueSet/MedCom-ihe-core-mimetype-VS,1.0.1,active,,MedComIHE_CoreMimeType,IHE MimeType,"Values for the document metadata attribute mimeType","StructureDefinition/medcom-conditionlist-documentreference","Other"
http://medcomfhir.dk/ig/xdsmetadata/ValueSet/MedCom-ihe-plr-formatcode-VS,1.0.1,active,,MedComIHE_PLR_DK_FormatCode,PLR-DK IHE FormatCode,"PLR-DK: Code system for document format code used in national Document sharing. The value set for format code is based on code system DK_IHE_FormatCode.","StructureDefinition/medcom-conditionlist-documentreference","Other"
http://terminology.hl7.org/ValueSet/v3-ActCode,3.0.0,active,,ActCode,v3 Code System ActCode,"A code specifying the particular kind of Act that the Act-instance represents within its class.  Constraints:  The kind of Act (e.g. physical examination, serum potassium, inpatient encounter, charge financial transaction, etc.) is specified with a code from one of several, typically external, coding systems.  The coding system will depend on the class of Act, such as LOINC for observations, etc. Conceptually, the Act.code must be a specialization of the Act.classCode. This is why the structure of ActClass domain should be reflected in the superstructure of the ActCode domain and then individual codes or externally referenced vocabularies subordinated under these domains that reflect the ActClass structure. Act.classCode and Act.code are not modifiers of each other but the Act.code concept should really imply the Act.classCode concept. For a negative example, it is not appropriate to use an Act.code ""potassium"" together with and Act.classCode for ""laboratory observation"" to somehow mean ""potassium laboratory observation"" and then use the same Act.code for ""potassium"" together with Act.classCode for ""medication"" to mean ""substitution of potassium"". This mutually modifying use of Act.code and Act.classCode is not permitted.","StructureDefinition/medcom-conditionlist-composition,StructureDefinition/medcom-conditionlist-documentreference","THO (V3)"
http://terminology.hl7.org/ValueSet/v3-ConfidentialityClassification,2014-03-26,active,"2.16.840.1.113883.1.11.10228",v3.ConfidentialityClassification,V3 Value SetConfidentialityClassification," Set of codes used to value Act.Confidentiality and Role.Confidentiality attribute in accordance with the definition for concept domain ""Confidentiality"".","StructureDefinition/medcom-conditionlist-composition","THO (V3)"
